y_true,mean_abs_delta_phase,mean_gyro_magnitude
0,0.12895822525024414,0.15878409147262573
0,0.25979530811309814,1.8463525772094727
0,0.2466723769903183,2.6803696155548096
0,0.2820499539375305,2.541475296020508
0,0.2786734402179718,2.0319571495056152
0,0.2036007195711136,0.34625929594039917
0,0.14079587161540985,0.11143511533737183
0,0.266841858625412,2.3390941619873047
0,0.11304081976413727,0.1028120219707489
0,0.12351055443286896,0.0854867622256279
0,0.2710179090499878,2.614809989929199
0,0.18412794172763824,0.18397390842437744
0,0.2158726006746292,2.373708963394165
0,0.08894925564527512,0.04057637229561806
0,0.16657894849777222,0.19975179433822632
0,0.1474038064479828,0.36413753032684326
0,0.08749579638242722,0.05272168293595314
0,0.24809762835502625,2.702038288116455
0,0.1751594841480255,0.1649545431137085
0,0.26715850830078125,2.663386344909668
0,0.08655724674463272,0.06862221658229828
0,0.24627600610256195,2.320559501647949
0,0.27224281430244446,1.5101020336151123
0,0.16197596490383148,0.1748514175415039
0,0.14878027141094208,0.0989992767572403
0,0.22649963200092316,3.43715763092041
0,0.2380819469690323,1.4378844499588013
0,0.23117078840732574,1.5917917490005493
4,0.2030441164970398,3.0908076763153076
0,0.09193271398544312,0.037266626954078674
0,0.10015974193811417,0.04581519216299057
0,0.08637028187513351,0.03722655773162842
0,0.2739700973033905,2.199918270111084
0,0.2719831168651581,1.4486750364303589
3,0.21486981213092804,2.663810968399048
0,0.2376621812582016,0.4558262228965759
0,0.0903703048825264,0.04353518784046173
0,0.15063627064228058,0.1279323399066925
3,0.20840345323085785,1.8796296119689941
0,0.1034441739320755,0.0823671892285347
0,0.10280261188745499,0.07155405730009079
0,0.08943315595388412,0.036425717175006866
5,0.20505082607269287,4.258198261260986
0,0.09369175881147385,0.037814654409885406
0,0.24029526114463806,2.07527494430542
0,0.09479459375143051,0.09494209289550781
0,0.09337528795003891,0.04149601608514786
0,0.2424224317073822,2.4027724266052246
0,0.12270321696996689,0.10667449980974197
0,0.24592842161655426,2.5383520126342773
0,0.08242812752723694,0.06903211772441864
0,0.09089387208223343,0.04378309100866318
0,0.08233745396137238,0.042725615203380585
0,0.22494210302829742,2.1324496269226074
0,0.09181172400712967,0.054362617433071136
0,0.22589513659477234,2.395724296569824
0,0.12318211793899536,0.11925610899925232
0,0.23411184549331665,2.2082037925720215
0,0.27338600158691406,1.456527590751648
0,0.2529892325401306,1.8531537055969238
0,0.2556699812412262,1.508307695388794
0,0.2274462878704071,2.2305445671081543
0,0.08642112463712692,0.04002683609724045
0,0.27771127223968506,2.099987506866455
0,0.11019308865070343,0.08244334906339645
0,0.08496063947677612,0.04260241612792015
0,0.09301264584064484,0.047999195754528046
0,0.08254338800907135,0.04379133880138397
0,0.15915663540363312,0.2428499013185501
0,0.1095014438033104,0.08126950263977051
0,0.22904770076274872,1.9998207092285156
0,0.09388531744480133,0.0996137410402298
5,0.23281638324260712,2.7527618408203125
0,0.07985265552997589,0.04608255624771118
0,0.09800375998020172,0.07284490764141083
0,0.09100275486707687,0.07878300547599792
0,0.08687804639339447,0.04716423153877258
0,0.10262790322303772,0.13906005024909973
0,0.08425553143024445,0.04703288525342941
0,0.2341795414686203,1.809354543685913
0,0.2412179708480835,1.8533953428268433
0,0.09760302305221558,0.050341226160526276
0,0.1898076832294464,0.23366084694862366
0,0.2553301453590393,1.5872836112976074
0,0.15587849915027618,0.1498076319694519
0,0.09877785295248032,0.07274690270423889
0,0.09269732236862183,0.055273085832595825
0,0.1946893036365509,0.22013157606124878
0,0.11873889714479446,0.13492681086063385
0,0.09206747263669968,0.10918322205543518
0,0.25548431277275085,2.223311424255371
6,0.19081014394760132,3.2140960693359375
0,0.09403108805418015,0.09162378311157227
0,0.10798415541648865,0.09296876192092896
0,0.2663283050060272,2.7749104499816895
0,0.2698111832141876,1.7503526210784912
0,0.1378360539674759,0.12888243794441223
0,0.22835423052310944,3.0837621688842773
0,0.1388126015663147,0.10067825019359589
0,0.08979865908622742,0.05343456193804741
0,0.21917785704135895,2.023608684539795
0,0.1039014682173729,0.04974294453859329
0,0.24980776011943817,1.864356279373169
0,0.11702228337526321,0.08793844282627106
0,0.2685353457927704,2.2967612743377686
0,0.08382029831409454,0.046321507543325424
0,0.2511247396469116,2.571094036102295
